plasmid	type
NZ_CP070086.1	community_1_subcommunity_3700
NZ_MH094148.1	community_1_subcommunity_3700
NZ_CP034591.1	community_1_subcommunity_3700
NZ_AP024206.1	community_1_subcommunity_3700
NZ_MH347484.1	community_1_subcommunity_3700
NC_019162.1	community_1_subcommunity_3700
MN073498.1	community_1_subcommunity_3700
NC_019161.1	community_1_subcommunity_3700
NZ_CP041947.1	community_1_subcommunity_3700
NZ_CP047580.1	community_1_subcommunity_3700
NZ_MG252892.1	community_1_subcommunity_3700
NZ_KX094555.1	community_1_subcommunity_3700
NZ_MK412917.1	community_1_subcommunity_3700
NZ_MW390516.1	community_1_subcommunity_3700
NZ_MH917280.1	community_1_subcommunity_3700
NZ_CP024828.1	community_1_subcommunity_3700
CP028705.1	community_1_subcommunity_3700
NZ_CP043050.1	community_1_subcommunity_3700
NZ_CP048028.1	community_1_subcommunity_3700
NZ_AP023210.1	community_1_subcommunity_3700
NZ_CP015825.1	community_1_subcommunity_3700
NZ_KU167609.1	community_1_subcommunity_3700
NZ_MK372382.1	community_1_subcommunity_3700
NZ_AP018146.1	community_1_subcommunity_3700
NZ_AP018141.1	community_1_subcommunity_3700
NZ_CP025948.1	community_1_subcommunity_3700
NZ_KT005457.1	community_1_subcommunity_3700
NZ_CP031884.1	community_1_subcommunity_3700
NZ_CP056261.1	community_1_subcommunity_3700
NZ_LT904873.1	community_1_subcommunity_3700
MW415444.1	community_1_subcommunity_3700
NZ_CP026476.1	community_1_subcommunity_3700
NZ_CP010881.1	community_1_subcommunity_3700
NZ_MK628734.1	community_1_subcommunity_3700
NZ_KX023261.1	community_1_subcommunity_3700
NZ_AP022436.1	community_1_subcommunity_3700
NZ_MH234503.1	community_1_subcommunity_3700
NZ_MK372385.1	community_1_subcommunity_3700
NZ_MT663954.1	community_1_subcommunity_3700
NZ_CP025148.1	community_1_subcommunity_3700
NZ_KX618698.1	community_1_subcommunity_3700
NZ_CP028718.1	community_1_subcommunity_3700
NZ_KX523903.1	community_1_subcommunity_3700
NZ_CP072860.1	community_1_subcommunity_3700
NZ_CP027204.2	community_1_subcommunity_3700
NZ_AP022021.1	community_1_subcommunity_3700
NZ_AP022269.1	community_1_subcommunity_3700
NZ_MZ156801.1	community_1_subcommunity_3700
NZ_MG833405.1	community_1_subcommunity_3700
NZ_CP049352.1	community_1_subcommunity_3700
NZ_CP061747.1	community_1_subcommunity_3700
NZ_CP032190.1	community_1_subcommunity_3700
NZ_MK033583.1	community_1_subcommunity_3700
NZ_AP022058.1	community_1_subcommunity_3700
NZ_CP027157.1	community_1_subcommunity_3700
NZ_CP065346.1	community_1_subcommunity_3700
MW415442.1	community_1_subcommunity_3700
NZ_MK757468.1	community_1_subcommunity_3700
NZ_MH161191.1	community_1_subcommunity_3700
NZ_CP025215.1	community_1_subcommunity_3700
NZ_CP038458.1	community_1_subcommunity_3700
NZ_CP073363.1	community_1_subcommunity_3700
NZ_KY659387.1	community_1_subcommunity_3700
NZ_MN792919.1	community_1_subcommunity_3700
NZ_MH909347.1	community_1_subcommunity_3700
NZ_CP027051.1	community_1_subcommunity_3700
CP028182.1	community_1_subcommunity_3700
NZ_CP031138.1	community_1_subcommunity_3700
NZ_CP037966.1	community_1_subcommunity_3700
NZ_CP076530.1	community_1_subcommunity_3700
NZ_CP054412.1	community_1_subcommunity_3700
NZ_CP023379.1	community_1_subcommunity_3700
NZ_MH286948.1	community_1_subcommunity_3700
NZ_MN865121.1	community_1_subcommunity_3700
NZ_CP068868.1	community_1_subcommunity_3700
NZ_CP070561.1	community_1_subcommunity_3700
NZ_CP051722.1	community_1_subcommunity_3701
NZ_CP043665.1	community_1_subcommunity_3701
CP052221.1	community_1_subcommunity_3701
NZ_CP028175.1	community_1_subcommunity_3701
CP057080.1	community_1_subcommunity_3701
CP057054.1	community_1_subcommunity_3701
NC_014003.1	community_1_subcommunity_3701
NZ_CP051741.1	community_1_subcommunity_3701
NC_023328.1	community_1_subcommunity_3701
NZ_CP041097.1	community_1_subcommunity_3701
NZ_CP062882.1	community_1_subcommunity_3701
CP001387.1	community_1_subcommunity_3701
CP014198.2	community_1_subcommunity_3701
NZ_CP070918.1	community_1_subcommunity_3701
NZ_CP017722.1	community_1_subcommunity_3701
NZ_CP069696.1	community_1_subcommunity_3701
NZ_CP069914.1	community_1_subcommunity_3701
NZ_MK360094.1	community_1_subcommunity_3701
CP048864.1	community_1_subcommunity_3701
NZ_CP051414.1	community_1_subcommunity_3701
CP077288.1	community_1_subcommunity_3701
CP063733.1	community_1_subcommunity_3701
NZ_CP051341.1	community_1_subcommunity_3701
NZ_CP069868.1	community_1_subcommunity_3701
CP057495.1	community_1_subcommunity_3701
NZ_LT985311.1	community_1_subcommunity_3701
CP057652.1	community_1_subcommunity_3701
CP051838.1	community_1_subcommunity_3701
NZ_CP043668.1	community_1_subcommunity_3701
NZ_CP076312.1	community_1_subcommunity_3701
NZ_CP024615.1	community_1_subcommunity_3701
NZ_CP068038.1	community_1_subcommunity_3701
NZ_CP040650.1	community_1_subcommunity_3701
NC_019102.1	community_1_subcommunity_3701
NZ_CP057361.1	community_1_subcommunity_3701
NC_002487.1	community_1_subcommunity_3701
CP057530.1	community_1_subcommunity_3701
NZ_CP039573.1	community_1_subcommunity_3701
NZ_CP024557.1	community_1_subcommunity_3701
NZ_CP050782.1	community_1_subcommunity_3701
NZ_CP051401.1	community_1_subcommunity_3701
NZ_CP080231.1	community_1_subcommunity_3701
NZ_CP033358.1	community_1_subcommunity_3701
NZ_CP015917.1	community_1_subcommunity_3701
NZ_CP029993.1	community_1_subcommunity_3701
NZ_CP069896.1	community_1_subcommunity_3701
NZ_CP074706.1	community_1_subcommunity_3701
NZ_CP050774.1	community_1_subcommunity_3701
NZ_CP032082.1	community_1_subcommunity_3701
NC_017636.1	community_1_subcommunity_3701
CP057628.1	community_1_subcommunity_3701
NZ_CP069493.1	community_1_subcommunity_3701
NZ_CP047007.1	community_1_subcommunity_3701
NC_001371.1	community_1_subcommunity_3701
NZ_CP018943.1	community_1_subcommunity_3701
NZ_CP060063.1	community_1_subcommunity_3701
NZ_CP050715.1	community_1_subcommunity_3701
CP077382.1	community_1_subcommunity_3701
CP042649.1	community_1_subcommunity_3701
AP024118.1	community_1_subcommunity_3701
NZ_CP058686.1	community_1_subcommunity_3701
NZ_CP016009.1	community_1_subcommunity_3701
NZ_CP069989.1	community_1_subcommunity_3701
CP057757.1	community_1_subcommunity_3701
NZ_CP051344.1	community_1_subcommunity_3701
NZ_CP056641.1	community_1_subcommunity_3701
NZ_AP022819.1	community_1_subcommunity_3701
NZ_CP030212.1	community_1_subcommunity_3701
NZ_CP051617.1	community_1_subcommunity_3701
CP056958.1	community_1_subcommunity_3701
NZ_CP013223.1	community_1_subcommunity_3701
CP077247.1	community_1_subcommunity_3701
CP057401.1	community_1_subcommunity_3701
NZ_CP067058.1	community_1_subcommunity_3701
NZ_CP059950.1	community_1_subcommunity_3701
NZ_CP045714.1	community_1_subcommunity_3701
CP054331.1	community_1_subcommunity_3701
NZ_CP056161.1	community_1_subcommunity_3701
NZ_CP054348.1	community_1_subcommunity_3701
NZ_CP009169.1	community_1_subcommunity_3701
CP057131.1	community_1_subcommunity_3701
NZ_CP070184.1	community_1_subcommunity_3701
NZ_CP047384.1	community_1_subcommunity_3701
NZ_CP063776.1	community_1_subcommunity_3701
CP048872.1	community_1_subcommunity_3701
NC_013368.1	community_1_subcommunity_3701
CP057111.1	community_1_subcommunity_3701
NZ_CP060059.1	community_1_subcommunity_3701
NC_010485.1	community_1_subcommunity_3701
NZ_CP069663.1	community_1_subcommunity_3701
CP077220.1	community_1_subcommunity_3701
NZ_CP051421.1	community_1_subcommunity_3701
AP024129.1	community_1_subcommunity_3701
NZ_CP021101.1	community_1_subcommunity_3701
NZ_CP069574.1	community_1_subcommunity_3701
NZ_LT985282.1	community_1_subcommunity_3701
NZ_MT180433.1	community_1_subcommunity_3701
NZ_CP069579.1	community_1_subcommunity_3701
CP056924.1	community_1_subcommunity_3701
CP057557.1	community_1_subcommunity_3701
NZ_CP039840.1	community_1_subcommunity_3701
NZ_CP047009.1	community_1_subcommunity_3701
NZ_CP046543.1	community_1_subcommunity_3701
NZ_CP070138.1	community_1_subcommunity_3701
CP056415.1	community_1_subcommunity_3701
NZ_CP040320.1	community_1_subcommunity_3701
NZ_CP051611.1	community_1_subcommunity_3701
NZ_CP063465.1	community_1_subcommunity_3701
NZ_AP022053.1	community_1_subcommunity_3701
CP057807.1	community_1_subcommunity_3701
NZ_CP080159.1	community_1_subcommunity_3701
CP057925.1	community_1_subcommunity_3701
CP057828.1	community_1_subcommunity_3701
NZ_KU932034.1	community_1_subcommunity_3701
NZ_CP037958.1	community_1_subcommunity_3701
CP057935.1	community_1_subcommunity_3701
NZ_CP016519.1	community_1_subcommunity_3701
NZ_AP021993.1	community_1_subcommunity_3701
CP077351.1	community_1_subcommunity_3701
NZ_LR890611.1	community_1_subcommunity_3701
NZ_CP062911.1	community_1_subcommunity_3701
NZ_CP053652.1	community_1_subcommunity_3701
CP057847.1	community_1_subcommunity_3701
CP027641.1	community_1_subcommunity_3701
CP032525.1	community_1_subcommunity_3701
NC_018996.1	community_1_subcommunity_3701
NZ_CP063461.1	community_1_subcommunity_3701
NC_017649.1	community_1_subcommunity_3701
NZ_AP022166.1	community_1_subcommunity_3701
NZ_KM085452.1	community_1_subcommunity_3701
CP052322.1	community_1_subcommunity_3701
CP077229.1	community_1_subcommunity_3701
CP050742.1	community_1_subcommunity_3701
NZ_CP070095.1	community_1_subcommunity_3701
NZ_LR898879.1	community_1_subcommunity_3701
NZ_CP051618.1	community_1_subcommunity_3701
NZ_CP075556.1	community_1_subcommunity_3701
NZ_CP051704.1	community_1_subcommunity_3701
CP057291.1	community_1_subcommunity_3701
CP057950.1	community_1_subcommunity_3701
NZ_CP025843.1	community_1_subcommunity_3701
NZ_CP071689.1	community_1_subcommunity_3701
NZ_CP075669.1	community_1_subcommunity_3701
NZ_CP066752.1	community_1_subcommunity_3701
CP057939.1	community_1_subcommunity_3701
NZ_CP075668.1	community_1_subcommunity_3701
CP056804.1	community_1_subcommunity_3701
CP034069.1	community_1_subcommunity_3701
NC_020413.1	community_1_subcommunity_3701
CP057836.1	community_1_subcommunity_3701
CP057781.1	community_1_subcommunity_3701
NZ_CP019025.1	community_1_subcommunity_3701
NZ_CP075644.1	community_1_subcommunity_3701
NZ_AP019766.1	community_1_subcommunity_3701
CP057926.1	community_1_subcommunity_3701
NC_010672.1	community_1_subcommunity_3701
CP077386.1	community_1_subcommunity_3701
NZ_CP018987.1	community_1_subcommunity_3701
CP058108.1	community_1_subcommunity_3701
NZ_AP019767.1	community_1_subcommunity_3701
NC_025026.1	community_1_subcommunity_3701
NZ_CP046541.1	community_1_subcommunity_3701
NZ_CP054366.1	community_1_subcommunity_3701
NZ_CP040072.1	community_1_subcommunity_3701
CP054451.1	community_1_subcommunity_3701
CP055673.1	community_1_subcommunity_3701
NZ_CP055679.1	community_1_subcommunity_3701
NZ_MK360095.1	community_1_subcommunity_3701
NZ_CP069591.1	community_1_subcommunity_3701
NZ_CP047382.1	community_1_subcommunity_3701
NZ_OU342907.1	community_1_subcommunity_3701
NZ_CP051328.1	community_1_subcommunity_3701
CP057934.1	community_1_subcommunity_3701
NZ_CP048335.1	community_1_subcommunity_3701
NZ_CP011138.1	community_1_subcommunity_3701
CP077316.1	community_1_subcommunity_3701
NC_009791.1	community_1_subcommunity_3701
NZ_CP048317.1	community_1_subcommunity_3701
NZ_LC438465.1	community_1_subcommunity_3701
NZ_MT230156.1	community_1_subcommunity_3701
NZ_CP059951.1	community_1_subcommunity_3701
NZ_CP012628.1	community_1_subcommunity_3701
CP057586.1	community_1_subcommunity_3701
NZ_CP068099.1	community_1_subcommunity_3701
CP056398.1	community_1_subcommunity_3701
NZ_CP079129.1	community_1_subcommunity_3701
NZ_CP070164.1	community_1_subcommunity_3701
NZ_CP028615.1	community_1_subcommunity_3701
CP056995.1	community_1_subcommunity_3701
NZ_CP049080.1	community_1_subcommunity_3701
CP057537.1	community_1_subcommunity_3701
NZ_CP057218.1	community_1_subcommunity_3701
NZ_LT985292.1	community_1_subcommunity_3701
NZ_CP011944.1	community_1_subcommunity_3701
NZ_CP045946.1	community_1_subcommunity_3701
NZ_CP059721.1	community_1_subcommunity_3701
CP057351.1	community_1_subcommunity_3701
NZ_CP051731.1	community_1_subcommunity_3701
NZ_LR890548.1	community_1_subcommunity_3701
NZ_CP075643.1	community_1_subcommunity_3701
CP052385.1	community_1_subcommunity_3701
NZ_CP057360.1	community_1_subcommunity_3701
NZ_CP010188.1	community_1_subcommunity_3701
CP057049.1	community_1_subcommunity_3701
NC_005018.1	community_1_subcommunity_3701
NZ_CP011433.1	community_1_subcommunity_3701
NZ_CP069463.1	community_1_subcommunity_3701
NZ_CP047008.1	community_1_subcommunity_3701
NZ_CP032070.1	community_1_subcommunity_3701
CP057776.1	community_1_subcommunity_3701
NZ_CP057102.1	community_1_subcommunity_3701
CP057388.1	community_1_subcommunity_3701
CP057374.1	community_1_subcommunity_3701
NZ_AP022496.1	community_1_subcommunity_3701
NZ_CP031900.1	community_1_subcommunity_3701
NZ_CP075066.1	community_1_subcommunity_3701
NZ_KY807921.1	community_1_subcommunity_3701
NZ_CP055604.1	community_1_subcommunity_3701
CP045786.1	community_1_subcommunity_3701
NZ_CP061117.1	community_1_subcommunity_3701
CP057338.1	community_1_subcommunity_3701
NZ_CP041419.1	community_1_subcommunity_3701
NC_018997.1	community_1_subcommunity_3701
NZ_CP069672.1	community_1_subcommunity_3701
NZ_KY807920.1	community_1_subcommunity_3701
CP057518.1	community_1_subcommunity_3701
NZ_CP075633.1	community_1_subcommunity_3701
CP070397.1	community_1_subcommunity_3701
CP057457.1	community_1_subcommunity_3701
NZ_CP011137.1	community_1_subcommunity_3701
AP020331.1	community_1_subcommunity_3701
NZ_CP062872.1	community_1_subcommunity_3701
NC_015570.1	community_1_subcommunity_3701
NZ_CP045716.1	community_1_subcommunity_3701
NZ_CP050733.1	community_1_subcommunity_3701
CP057310.1	community_1_subcommunity_3701
NZ_CP070005.1	community_1_subcommunity_3701
NZ_CP021102.1	community_1_subcommunity_3701
NZ_CP018985.1	community_1_subcommunity_3701
NC_017721.1	community_1_subcommunity_3701
NZ_CP070129.1	community_1_subcommunity_3701
NZ_CP039863.1	community_1_subcommunity_3701
NZ_CP038403.1	community_1_subcommunity_3701
NZ_AP022165.1	community_1_subcommunity_3701
CP057158.1	community_1_subcommunity_3701
NZ_AP022092.1	community_1_subcommunity_3701
NZ_CP063497.1	community_1_subcommunity_3701
NZ_CP068037.1	community_1_subcommunity_3701
NZ_CP028688.1	community_1_subcommunity_3701
LR792483.1	community_1_subcommunity_3701
CP077299.1	community_1_subcommunity_3701
NZ_CP053386.1	community_1_subcommunity_3701
NZ_CP056700.1	community_1_subcommunity_3701
NC_016903.1	community_1_subcommunity_3701
CP057871.1	community_1_subcommunity_3701
CP057596.1	community_1_subcommunity_3701
NZ_CP010211.1	community_1_subcommunity_3701
NZ_LR898880.1	community_1_subcommunity_3701
NZ_CP032499.1	community_1_subcommunity_3701
NZ_AP022048.1	community_1_subcommunity_3701
CP057406.1	community_1_subcommunity_3701
NC_025004.1	community_1_subcommunity_3701
NZ_CP051283.1	community_1_subcommunity_3701
CP057624.1	community_1_subcommunity_3701
NZ_CP014319.1	community_1_subcommunity_3701
NZ_CP024053.1	community_1_subcommunity_3701
CP057881.1	community_1_subcommunity_3701
NZ_CP028114.1	community_1_subcommunity_3701
NZ_CP050737.1	community_1_subcommunity_3701
CP054461.1	community_1_subcommunity_3701
NZ_AP022123.1	community_1_subcommunity_3701
HE616530.1	community_1_subcommunity_3701
NZ_LT985284.1	community_1_subcommunity_3701
CP077391.1	community_1_subcommunity_3701
CP077275.1	community_1_subcommunity_3701
NZ_CP053653.1	community_1_subcommunity_3701
NZ_CP024564.1	community_1_subcommunity_3701
NZ_AP022301.1	community_1_subcommunity_3701
NZ_CP054358.1	community_1_subcommunity_3701
NZ_CP070126.1	community_1_subcommunity_3701
NZ_CP051752.1	community_1_subcommunity_3701
NZ_CP051419.1	community_1_subcommunity_3701
NZ_CP054231.1	community_1_subcommunity_3701
NZ_AP022073.1	community_1_subcommunity_3701
NC_017655.1	community_1_subcommunity_3701
NZ_CP042889.1	community_1_subcommunity_3701
NZ_CP056188.1	community_1_subcommunity_3701
NZ_CP051362.1	community_1_subcommunity_3701
NZ_CP051321.1	community_1_subcommunity_3701
CP057081.1	community_1_subcommunity_3701
LR792482.1	community_1_subcommunity_3701
NC_019136.1	community_1_subcommunity_3701
NZ_CP010175.1	community_1_subcommunity_3701
CP057132.1	community_1_subcommunity_3701
CP048859.1	community_1_subcommunity_3701
NZ_CP057213.1	community_1_subcommunity_3701
CP057728.1	community_1_subcommunity_3701
NZ_CP045283.1	community_1_subcommunity_3701
NZ_CP012927.1	community_1_subcommunity_3701
NZ_CP028621.1	community_1_subcommunity_3701
CP057301.1	community_1_subcommunity_3701
CP046289.1	community_1_subcommunity_3701
NC_011407.1	community_1_subcommunity_3701
NZ_CP063504.1	community_1_subcommunity_3701
NC_025178.1	community_1_subcommunity_3701
CP057736.1	community_1_subcommunity_3701
NZ_CP010195.1	community_1_subcommunity_3701
NZ_CP070166.1	community_1_subcommunity_3701
NC_003457.1	community_1_subcommunity_3701
NC_005019.1	community_1_subcommunity_3701
NZ_CP038400.1	community_1_subcommunity_3701
CP057449.1	community_1_subcommunity_3701
NZ_CP075639.1	community_1_subcommunity_3701
NZ_CP019265.1	community_1_subcommunity_3701
CP055751.1	community_1_subcommunity_3701
NZ_CP051709.1	community_1_subcommunity_3701
CP057467.1	community_1_subcommunity_3701
NZ_CP065617.1	community_1_subcommunity_3701
NZ_CP028323.1	community_1_subcommunity_3701
NZ_CP012684.1	community_1_subcommunity_3701
CP057299.1	community_1_subcommunity_3701
NZ_CP042591.1	community_1_subcommunity_3701
NZ_CP043666.1	community_1_subcommunity_3701
NC_005970.1	community_1_subcommunity_3701
CP027674.1	community_1_subcommunity_3701
CP077297.1	community_1_subcommunity_3701
CP077330.1	community_1_subcommunity_3701
NZ_AP022046.1	community_1_subcommunity_3701
CP057237.1	community_1_subcommunity_3701
NZ_CP010182.1	community_1_subcommunity_3701
NZ_LT985237.1	community_1_subcommunity_3701
CP057300.1	community_1_subcommunity_3701
CP077267.1	community_1_subcommunity_3701
CP066199.1	community_1_subcommunity_3701
NZ_CP069689.1	community_1_subcommunity_3701
CP057514.1	community_1_subcommunity_3701
NZ_CP017223.1	community_1_subcommunity_3701
CP056942.1	community_1_subcommunity_3701
NZ_CP035482.1	community_1_subcommunity_3701
NZ_KM107847.1	community_1_subcommunity_3701
NZ_CP070928.1	community_1_subcommunity_3701
NZ_LT985386.1	community_1_subcommunity_3701
NZ_CP054383.1	community_1_subcommunity_3701
NZ_CP080265.1	community_1_subcommunity_3701
NZ_CP056971.1	community_1_subcommunity_3701
NZ_CP049129.1	community_1_subcommunity_3701
CP057309.1	community_1_subcommunity_3701
NZ_CP013225.1	community_1_subcommunity_3701
CP056266.1	community_1_subcommunity_3701
NZ_AP022000.1	community_1_subcommunity_3701
NZ_CP039570.1	community_1_subcommunity_3701
NZ_LT985308.1	community_1_subcommunity_3701
CP060118.1	community_1_subcommunity_3701
CP058097.1	community_1_subcommunity_3701
NC_017661.1	community_1_subcommunity_3701
NZ_CP051418.1	community_1_subcommunity_3701
NC_017654.1	community_1_subcommunity_3701
